replicate,rate_per_day,rate_per_30_days
4948,15.544523,466.335682
4949,14.803331,444.099936
4950,13.318386,399.55157
4951,14.973094,449.192825
4952,15.096092,452.882767
4953,15.178732,455.361947
4954,14.558616,436.758488
4955,14.092249,422.767457
4956,15.235746,457.072389
4957,15.256246,457.68738
4958,13.641256,409.237668
4959,14.816143,444.484305
4960,14.816784,444.503523
4961,15.442024,463.26073
4962,14.426009,432.780269
4963,13.834081,415.022422
4964,15.507367,465.221012
4965,14.465727,433.971813
4966,14.787316,443.619475
4967,14.190903,425.727098
4968,14.676489,440.294683
4969,15.036515,451.095452
4970,14.009609,420.288277
4971,14.281871,428.456118
4972,15.494555,464.836643
4973,14.941704,448.251121
4974,15.778347,473.350416
4975,14.103139,423.09417
4976,14.446509,433.395259
4977,14.287636,428.629084
4978,14.788597,443.657912
4979,14.488149,434.644459
4980,14.975016,449.25048
4981,15.716208,471.486227
4982,15.111467,453.34401
4983,14.55221,436.566304
4984,16.306214,489.186419
4985,13.650865,409.525945
4986,13.787316,413.619475
4987,15.304292,459.128764
4988,14.953876,448.616272
4989,14.77066,443.119795
4990,14.075593,422.267777
4991,13.863549,415.90647
4992,15.340807,460.224215
4993,15.131326,453.939782
4994,14.40615,432.184497
4995,15.550929,466.527867
4996,15.123639,453.709161
4997,14.805253,444.157591
4998,14.576553,437.296605
4999,13.112108,393.363229
5000,14.600897,438.026906
5001,14.766816,443.004484
5002,15.142857,454.285714
5003,14.316464,429.493914
5004,14.253043,427.591288
5005,13.686099,410.58296
5006,15.2082,456.245996
5007,15.269699,458.090967
5008,14.57271,437.181294
5009,13.918642,417.559257
5010,14.12492,423.747598
5011,14.73927,442.178091
5012,16.044843,481.345291
5013,15.134529,454.035874
5014,14.262652,427.879564
5015,12.213965,366.418962
5016,14.190903,425.727098
5017,15.080717,452.421525
5018,15.037796,451.133889
5019,15.475977,464.279308
5020,14.098014,422.940423
5021,14.800769,444.023062
5022,14.662396,439.871877
5023,15.93722,478.116592
5024,14.295324,428.859705
5025,13.905189,417.155669
5026,15.205637,456.169122
5027,15.689302,470.679052
5028,15.192184,455.765535
5029,15.685458,470.563741
5030,15.807816,474.234465
5031,14.027546,420.826393
5032,13.7713,413.139013
5033,15.956438,478.693145
5034,14.491352,434.740551
5035,15.577835,467.335042
5036,14.272902,428.18706
5037,14.597053,437.911595
5038,13.975016,419.25048
5039,14.720051,441.601537
5040,13.994875,419.846252
5041,15.846252,475.387572
5042,14.54196,436.258808
5043,14.142217,424.266496
5044,13.741832,412.254965
5045,15.511851,465.355541
5046,14.436259,433.087764
5047,14.975657,449.269699
5048,15.111467,453.34401
5049,15.007047,450.211403
5050,14.245996,427.379885
5051,14.955798,448.673927
5052,12.669443,380.08328
5053,13.878283,416.348495
5054,13.497117,404.913517
5055,14.789878,443.696348
5056,14.046765,421.402947
5057,15.220372,456.611147
5058,16.919923,507.597694
5059,15.477258,464.317745
5060,15.139013,454.170404
5061,14.048687,421.460602
5062,15.366432,460.992953
5063,14.317104,429.513133
5064,14.816784,444.503523
5065,14.247277,427.418322
5066,14.55157,436.547085
5067,15.034593,451.037796
5068,14.693786,440.813581
5069,14.459321,433.779628
5070,16.338245,490.147341
5071,14.650865,439.525945
5072,16.069186,482.075593
5073,14.357463,430.723895
5074,15.083921,452.517617
5075,14.075593,422.267777
5076,13.651505,409.545163
5077,13.663677,409.910314
5078,13.84369,415.310698
5079,16.178091,485.342729
5080,14.477899,434.336963
5081,15.016656,450.49968
5082,13.716848,411.505445
5083,14.04164,421.249199
5084,14.720051,441.601537
5085,15.203716,456.111467
5086,14.796925,443.907751
5087,15.461243,463.837284
5088,15.377322,461.319667
5089,15.423447,462.703395
5090,14.313261,429.397822
5091,14.480461,434.413837
5092,14.752082,442.56246
5093,13.684817,410.544523
5094,15.033312,450.999359
5095,15.764254,472.927611
5096,15.639334,469.180013
5097,15.209481,456.284433
5098,14.487508,434.62524
5099,14.574632,437.238949
5100,13.954516,418.63549
5101,15.991672,479.75016
5102,14.121076,423.632287
5103,13.689302,410.679052
5104,14.224856,426.745676
5105,14.035234,421.057015
5106,13.486867,404.606022
5107,13.172966,395.188981
5108,16.796284,503.888533
5109,15.377963,461.338885
5110,13.660474,409.814222
5111,14.488149,434.644459
5112,14.089686,422.690583
5113,14.714286,441.428571
5114,13.275464,398.263933
5115,14.803972,444.119154
5116,14.577835,437.335042
5117,13.82255,414.676489
5118,16.547726,496.431775
5119,14.897502,446.925048
5120,14.699552,440.986547
5121,13.462524,403.875721
5122,14.568225,437.046765
5123,13.814222,414.42665
5124,15.249199,457.475977
5125,15.395259,461.857783
5126,15.8123,474.368994
5127,14.574632,437.238949
5128,15.282511,458.475336
5129,13.868033,416.040999
5130,14.279308,428.379244
5131,13.741192,412.235746
5132,14.826393,444.7918
5133,15.778347,473.350416
5134,13.70788,411.236387
5135,14.696989,440.909673
5136,15.382447,461.473414
5137,14.736707,442.101217
5138,13.538757,406.162716
5139,13.825753,414.772582
5140,14.04164,421.249199
5141,14.124279,423.728379
5142,15.012172,450.365151
5143,13.784753,413.542601
5144,15.285074,458.55221
5145,17.003844,510.115311
5146,13.98975,419.692505
5147,14.757207,442.716208
5148,15.098655,452.959641
5149,14.165919,424.977578
5150,14.914158,447.424728
5151,15.731582,471.94747
5152,14.326714,429.801409
5153,13.74952,412.485586
5154,14.880205,446.40615
5155,13.064702,391.941063
5156,14.234465,427.033953
5157,13.680974,410.429212
5158,15.359385,460.78155
5159,13.512492,405.37476
5160,14.769379,443.081358
5161,14.998719,449.961563
5162,13.711723,411.351698
5163,14.185138,425.554132
5164,14.878283,446.348495
5165,13.775785,413.273543
5166,16.044843,481.345291
5167,14.875721,446.271621
5168,15.974375,479.231262
5169,15.226137,456.784113
5170,14.304292,429.128764
5171,15.263933,457.918001
5172,13.907111,417.213325
5173,17.34401,520.320307
5174,13.636771,409.103139
5175,14.522101,435.663037
5176,13.694427,410.832799
5177,14.269699,428.090967
5178,15.722614,471.678411
5179,13.871236,416.137092
5180,13.26073,397.821909
5181,14.475336,434.26009
5182,13.832159,414.964766
5183,15.016656,450.49968
5184,16.294683,488.840487
5185,15.039718,451.191544
5186,14.845612,445.368354
5187,14.877002,446.310058
5188,14.464446,433.933376
5189,15.7918,473.754004
5190,13.820628,414.618834
5191,14.803972,444.119154
5192,12.994875,389.846252
5193,13.818706,414.561179
5194,14.360666,430.819987
5195,15.24984,457.495195
5196,14.214606,426.438181
5197,15.676489,470.294683
5198,14.526586,435.797566
5199,15.928892,477.866752
5200,14.629084,438.872518
5201,15.664318,469.929532
5202,15.702114,471.063421
5203,13.568225,407.046765
5204,15.45804,463.741192
5205,12.634849,379.045484
5206,15.112748,453.382447
5207,14.299167,428.975016
5208,15.652146,469.564382
5209,14.543882,436.316464
5210,14.12492,423.747598
5211,15.158873,454.766176
5212,16.570147,497.10442
5213,15.777066,473.31198
5214,14.723254,441.69763
5215,13.442024,403.26073
5216,14.406791,432.203716
5217,15.962844,478.88533
5218,14.059577,421.787316
5219,15.204997,456.149904
5220,15.449712,463.491352
5221,14.967329,449.019859
5222,15.144138,454.324151
5223,16.395259,491.857783
5224,14.850737,445.522101
5225,14.099936,422.998078
5226,13.643818,409.314542
5227,14.000641,420.019218
5228,16.97886,509.365791
5229,15.639334,469.180013
5230,14.678411,440.352338
5231,14.289558,428.686739
5232,13.392697,401.78091
5233,14.440743,433.222293
5234,13.832159,414.964766
5235,15.131326,453.939782
5236,14.156951,424.70852
5237,15.417681,462.530429
5238,14.842409,445.272261
5239,14.834721,445.04164
5240,15.048046,451.441384
5241,16.292761,488.782832
5242,13.869315,416.079436
5243,13.537476,406.124279
5244,15.881486,476.444587
5245,13.984625,419.538757
5246,15.738629,472.158873
5247,14.773863,443.215887
5248,14.685458,440.563741
5249,14.525304,435.759129
5250,14.694427,440.832799
5251,13.837924,415.137732
5252,13.942985,418.289558
5253,14.524023,435.720692
5254,13.539398,406.181935
5255,16.075593,482.267777
5256,14.984625,449.538757
5257,14.55157,436.547085
5258,15.664318,469.929532
5259,13.876361,416.290839
5260,13.736067,412.081999
5261,15.193466,455.803972
5262,14.62524,438.757207
5263,14.081999,422.459962
5264,13.203075,396.092249
5265,14.96861,449.058296
5266,14.090327,422.709801
5267,13.976938,419.308136
5268,14.317104,429.513133
5269,15.636131,469.083921
5270,14.663677,439.910314
5271,13.830878,414.926329
5272,14.684817,440.544523
5273,13.42729,402.818706
5274,15.903267,477.098014
5275,14.565663,436.969891
5276,14.87508,446.252402
5277,16.14606,484.381807
5278,14.871236,446.137092
5279,13.681614,410.44843
5280,14.681614,440.44843
5281,15.761051,472.831518
5282,16.377963,491.338885
5283,15.381166,461.434978
5284,15.204997,456.149904
5285,15.575272,467.258168
5286,14.670724,440.121717
5287,13.692505,410.775144
5288,13.639974,409.199231
5289,14.554773,436.643177
5290,16.167841,485.035234
5291,14.712364,441.370916
5292,14.576553,437.296605
5293,16.180653,485.419603
5294,14.66624,439.987188
5295,15.119795,453.59385
5296,15.465727,463.971813
5297,14.916079,447.482383
5298,15.115311,453.459321
5299,13.461883,403.856502
5300,14.768097,443.042921
5301,13.673286,410.198591
5302,14.115951,423.478539
5303,14.595131,437.85394
5304,13.924407,417.732223
5305,15.021781,450.653427
5306,15.342088,460.262652
5307,15.534914,466.047406
5308,16.056374,481.691224
5309,14.209481,426.284433
5310,15.694427,470.832799
5311,13.316464,399.493914
5312,13.600256,408.007687
5313,15.526586,465.797566
5314,15.525304,465.759129
5315,13.721973,411.659193
5316,15.179372,455.381166
5317,14.590006,437.700192
5318,14.301089,429.032671
5319,15.118514,453.555413
5320,14.532992,435.98975
5321,15.857783,475.733504
5322,13.983985,419.519539
5323,15.365151,460.954516
5324,14.278668,428.360026
5325,15.345291,460.358744
5326,14.22934,426.880205
5327,14.870596,446.117873
5328,14.263293,427.898783
5329,14.530429,435.912876
5330,12.429212,372.876361
5331,13.84369,415.310698
5332,13.026906,390.807175
5333,15.783472,473.504164
5334,16.494555,494.836643
5335,15.566944,467.008328
5336,13.082639,392.47918
5337,13.894299,416.828956
5338,15.518258,465.547726
5339,13.398463,401.953876
5340,15.314542,459.436259
5341,14.829596,444.887892
5342,14.611147,438.334401
5343,14.663677,439.910314
5344,14.564382,436.931454
5345,14.845612,445.368354
5346,13.777707,413.331198
5347,13.057655,391.72966
5348,14.643177,439.295324
5349,14.440743,433.222293
5350,13.948751,418.462524
5351,16.36451,490.935298
5352,15.613709,468.411275
5353,16.808456,504.253684
5354,14.891095,446.732864
5355,14.839206,445.176169
5356,13.800128,414.003844
5357,14.047406,421.422165
5358,14.713004,441.390135
5359,15.168482,455.054452
5360,15.033953,451.018578
5361,15.44843,463.452915
5362,14.449712,433.491352
5363,14.401025,432.03075
5364,13.716208,411.486227
5365,13.546445,406.393338
5366,14.886611,446.598334
5367,16.009609,480.288277
5368,13.194747,395.842409
5369,13.917361,417.52082
5370,14.466368,433.991031
5371,14.33376,430.012812
5372,13.652146,409.564382
5373,14.204997,426.149904
5374,15.741832,472.254965
5375,15.047406,451.422165
5376,15.399103,461.973094
5377,14.212044,426.361307
5378,14.282511,428.475336
5379,15.434337,463.030109
5380,14.570788,437.123639
5381,14.556694,436.700833
5382,13.615631,408.46893
5383,14.450352,433.51057
5384,15.438181,463.14542
5385,13.94811,418.443306
5386,16.142857,484.285714
5387,13.817425,414.522742
5388,16.369635,491.089045
5389,13.673286,410.198591
5390,13.089045,392.671365
5391,14.408712,432.261371
5392,14.454837,433.645099
5393,14.995516,449.865471
5394,15.450993,463.529789
5395,14.680974,440.429212
5396,14.44779,433.433696
5397,15.398463,461.953876
5398,14.752082,442.56246
5399,13.93722,418.116592
5400,15.620756,468.622678
5401,14.700833,441.024984
5402,15.359385,460.78155
5403,14.30237,429.071108
5404,14.874439,446.233184
5405,15.3754,461.262012
5406,14.216528,426.495836
5407,14.053171,421.595131
5408,14.70788,441.236387
5409,15.096733,452.901986
5410,12.845612,385.368354
5411,15.536195,466.085842
5412,14.851377,445.54132
5413,14.345932,430.377963
5414,14.071108,422.133248
5415,15.268418,458.05253
5416,15.869315,476.079436
5417,13.919283,417.578475
5418,14.518258,435.547726
5419,16.339526,490.185778
5420,14.065343,421.960282
5421,13.845612,415.368354
5422,15.144779,454.34337
5423,14.450993,433.529789
5424,13.84369,415.310698
5425,14.905189,447.155669
5426,13.037796,391.133889
5427,14.903908,447.117233
5428,16.57335,497.200512
5429,16.222293,486.668802
5430,13.897502,416.925048
5431,13.472133,404.163997
5432,13.338245,400.147341
5433,14.117233,423.516976
5434,14.925689,447.77066
5435,15.654709,469.641256
5436,14.388213,431.646381
5437,14.918001,447.540038
5438,14.433056,432.991672
5439,15.443306,463.299167
5440,15.700833,471.024984
5441,14.111467,423.34401
5442,14.318386,429.55157
5443,16.315183,489.455477
5444,14.289558,428.686739
5445,15.811659,474.349776
5446,14.478539,434.356182
5447,14.18706,425.611787
5448,14.389494,431.684817
5449,14.519539,435.586163
5450,14.704676,441.140295
5451,14.857143,445.714286
5452,14.026265,420.787956
5453,14.72966,441.889814
5454,14.527867,435.836003
5455,14.27098,428.129404
5456,15.552851,466.585522
5457,14.796925,443.907751
5458,14.113389,423.401666
5459,14.676489,440.294683
5460,14.27034,428.110186
5461,13.645099,409.352979
5462,16.598334,497.950032
5463,15.430493,462.914798
5464,14.403587,432.107623
5465,15.778988,473.369635
5466,15.33376,460.012812
5467,15.224856,456.745676
5468,14.110826,423.324792
5469,14.56246,436.873799
5470,15.0205,450.61499
5471,15.331198,459.935939
5472,14.262652,427.879564
5473,14.535554,436.066624
5474,14.420243,432.607303
5475,14.237668,427.130045
5476,14.420884,432.626521
5477,14.096733,422.901986
5478,13.868033,416.040999
5479,15.217809,456.534273
5480,14.274824,428.244715
5481,14.110186,423.305573
5482,15.485586,464.567585
5483,14.523382,435.701473
5484,14.987828,449.634849
5485,13.768738,413.06214
5486,15.727739,471.832159
5487,13.513773,405.413197
5488,14.463805,433.914158
5489,13.508648,405.259449
5490,14.447149,433.414478
5491,15.301089,459.032671
5492,13.679052,410.371557
5493,15.159513,454.785394
5494,14.837924,445.137732
5495,14.157591,424.727739
5496,13.72902,411.870596
5497,15.4164,462.491992
5498,14.48943,434.682896
5499,15.61499,468.449712
5500,14.485586,434.567585
5501,13.804612,414.138373
5502,14.645099,439.352979
5503,15.163357,454.900705
5504,13.988469,419.654068
5505,13.213325,396.399744
5506,14.770019,443.100577
5507,14.818706,444.561179
5508,13.81294,414.388213
5509,14.68738,440.621397
5510,15.053812,451.61435
5511,14.168482,425.054452
5512,14.079436,422.383088
5513,14.898142,446.944266
5514,16.467008,494.01025
5515,15.106342,453.190263
5516,14.286996,428.609865
5517,15.190903,455.727098
5518,14.499039,434.971172
5519,13.50032,405.009609
5520,15.641256,469.237668
5521,16.211403,486.342088
5522,14.68738,440.621397
5523,14.983985,449.519539
5524,15.71877,471.563101
5525,15.388853,461.665599
5526,16.361307,490.839206
5527,14.700192,441.005766
5528,14.859065,445.771941
5529,15.267136,458.014094
5530,14.898142,446.944266
5531,14.756566,442.696989
5532,14.695708,440.871236
5533,14.982063,449.461883
5534,14.737348,442.120436
5535,16.409353,492.280589
5536,14.707239,441.217168
5537,17.78091,533.42729
5538,15.782191,473.465727
5539,14.966047,448.981422
5540,14.641896,439.256887
5541,14.459321,433.779628
5542,14.158873,424.766176
5543,15.836643,475.099295
5544,16.603459,498.10378
5545,15.048687,451.460602
5546,13.934657,418.039718
5547,14.297245,428.917361
5548,13.784113,413.523382
5549,15.661115,469.83344
5550,13.813581,414.407431
5551,14.369635,431.089045
5552,15.399744,461.992313
5553,14.964766,448.942985
5554,15.536835,466.105061
5555,14.647021,439.410634
5556,14.06278,421.883408
5557,14.140935,424.228059
5558,14.032031,420.960922
5559,14.382447,431.473414
5560,16.116592,483.497758
5561,14.810378,444.311339
5562,16.675208,500.256246
5563,14.821909,444.657271
5564,15.148623,454.45868
5565,13.403587,402.107623
5566,14.400384,432.011531
5567,15.82319,474.695708
5568,15.306855,459.205637
5569,14.376041,431.28123
5570,16.126842,483.805253
5571,15.868033,476.040999
5572,14.921204,447.636131
5573,14.259449,427.783472
5574,14.951313,448.539398
5575,15.594491,467.834721
5576,14.241512,427.245356
5577,14.860346,445.810378
5578,14.335042,430.051249
5579,14.296605,428.898142
5580,14.814862,444.445868
5581,13.96861,419.058296
5582,15.126842,453.805253
5583,15.310698,459.320948
5584,14.924407,447.732223
5585,14.986547,449.596413
5586,14.337604,430.128123
5587,14.438821,433.164638
5588,14.392056,431.761691
5589,14.721332,441.639974
5590,13.443306,403.299167
5591,14.529789,435.893658
5592,14.627162,438.814862
5593,15.408712,462.261371
5594,14.003203,420.096092
5595,13.696989,410.909673
5596,14.126842,423.805253
5597,16.546445,496.393338
5598,14.428571,432.857143
5599,14.939782,448.193466
5600,15.575272,467.258168
5601,14.277386,428.321589
5602,15.478539,464.356182
5603,14.134529,424.035874
5604,13.914798,417.443946
5605,14.09417,422.825112
5606,14.914798,447.443946
5607,14.456118,433.683536
5608,16.2082,486.245996
5609,15.29148,458.744395
5610,15.515695,465.470852
5611,14.373479,431.204356
5612,14.709801,441.294042
5613,13.68802,410.640615
5614,14.295324,428.859705
5615,14.374119,431.223575
5616,13.951313,418.539398
5617,15.126842,453.805253
5618,14.303011,429.090327
5619,14.316464,429.493914
5620,13.901986,417.059577
5621,14.516336,435.49007
5622,14.652146,439.564382
5623,16.092249,482.767457
5624,13.50993,405.297886
5625,14.83344,445.003203
5626,14.219731,426.591928
5627,14.900705,447.02114
5628,14.588085,437.642537
5629,16.47918,494.3754
5630,14.545804,436.374119
5631,14.107623,423.2287
5632,15.378603,461.358104
5633,14.438181,433.14542
5634,14.349776,430.493274
5635,14.559898,436.796925
5636,16.587444,497.623318
5637,13.834721,415.04164
5638,13.301089,399.032671
5639,13.936579,418.097373
5640,14.616272,438.488149
5641,15.01089,450.326714
5642,15.905189,477.155669
5643,15.965407,478.962204
5644,14.746316,442.389494
5645,14.601537,438.046124
5646,16.183216,485.496477
5647,14.476618,434.298527
5648,14.7713,443.139013
5649,14.235106,427.053171
5650,14.579757,437.392697
5651,14.710442,441.313261
5652,15.219731,456.591928
5653,15.362588,460.877643
5654,15.125561,453.766816
5655,16.158232,484.746957
5656,13.7918,413.754004
5657,15.324792,459.743754
5658,15.786675,473.600256
5659,13.916079,417.482383
5660,14.418322,432.549648
5661,14.61435,438.430493
5662,16.465086,493.952594
5663,14.183857,425.515695
5664,13.89622,416.886611
5665,16.57335,497.200512
5666,16.420884,492.626521
5667,14.080717,422.421525
5668,15.519539,465.586163
5669,14.836003,445.080077
5670,14.11467,423.440102
5671,13.379885,401.396541
5672,15.620756,468.622678
5673,15.361947,460.858424
5674,13.456758,403.702755
5675,13.778988,413.369635
5676,14.795003,443.850096
5677,13.727098,411.81294
5678,14.632287,438.96861
5679,15.097373,452.921204
5680,13.36451,400.935298
5681,15.579757,467.392697
5682,14.356182,430.685458
5683,13.778988,413.369635
5684,15.634209,469.026265
5685,15.119795,453.59385
5686,13.999359,419.980782
5687,13.675849,410.275464
5688,14.914158,447.424728
5689,14.41704,432.511211
5690,15.023062,450.691864
5691,14.629725,438.891736
5692,14.984625,449.538757
5693,14.275464,428.263933
5694,14.786035,443.581038
5695,16.275464,488.263933
5696,15.572069,467.162076
5697,12.693145,380.794363
5698,13.463805,403.914158
5699,15.754004,472.620115
5700,12.965407,388.962204
5701,15.367713,461.03139
5702,14.860987,445.829596
5703,13.795003,413.850096
5704,15.009609,450.288277
5705,13.436259,403.087764
5706,15.650224,469.506726
5707,15.143498,454.304933
5708,14.446509,433.395259
5709,15.820628,474.618834
5710,15.69827,470.94811
5711,13.788597,413.657912
5712,14.657271,439.718129
5713,14.40615,432.184497
5714,15.764254,472.927611
5715,15.039718,451.191544
5716,14.566304,436.98911
5717,15.225496,456.764894
5718,14.810378,444.311339
5719,13.720692,411.620756
5720,14.570147,437.10442
5721,13.857783,415.733504
5722,14.56246,436.873799
5723,15.138373,454.151185
5724,15.411915,462.357463
5725,14.413837,432.415119
5726,14.597694,437.930814
5727,14.46893,434.067905
5728,15.561179,466.835362
5729,15.130045,453.901345
5730,13.756566,412.696989
5731,15.202434,456.07303
5732,13.95836,418.750801
5733,14.139654,424.189622
5734,15.007047,450.211403
5735,15.019859,450.595772
5736,14.584241,437.527226
5737,12.84369,385.310698
5738,14.756566,442.696989
5739,13.951954,418.558616
5740,14.194747,425.842409
5741,13.836643,415.099295
5742,14.450352,433.51057
5743,14.262012,427.860346
5744,14.2082,426.245996
5745,15.212684,456.380525
5746,14.710442,441.313261
5747,13.961563,418.846893
5748,13.758488,412.754644
5749,13.276105,398.283152
5750,15.762972,472.889174
5751,14.545163,436.354901
5752,14.850737,445.522101
5753,15.959641,478.789238
5754,16.120436,483.613069
5755,14.024984,420.74952
5756,15.212684,456.380525
5757,15.566304,466.98911
5758,14.521461,435.643818
5759,14.308136,429.244074
5760,14.977578,449.327354
5761,15.127482,453.824471
5762,14.153107,424.593209
5763,14.82319,444.695708
5764,14.292761,428.782832
5765,15.305573,459.167201
5766,16.054452,481.633568
5767,13.227418,396.82255
5768,14.545804,436.374119
5769,16.003203,480.096092
5770,14.188341,425.650224
5771,14.428571,432.857143
5772,13.821268,414.638053
5773,13.171044,395.131326
5774,15.081358,452.440743
5775,15.17745,455.323511
5776,14.599616,437.988469
5777,13.939782,418.193466
5778,14.901986,447.059577
5779,15.331198,459.935939
5780,16.065343,481.960282
5781,15.21909,456.57271
5782,15.957079,478.712364
5783,16.193466,485.803972
5784,13.953876,418.616272
5785,14.053171,421.595131
5786,14.265215,427.956438
5787,14.110826,423.324792
5788,14.436259,433.087764
5789,15.366432,460.992953
5790,14.189622,425.688661
5791,14.68738,440.621397
5792,15.119154,453.574632
5793,14.2082,426.245996
5794,13.931454,417.943626
5795,15.349776,460.493274
5796,16.001281,480.038437
5797,15.777066,473.31198
5798,14.290199,428.705958
5799,15.039718,451.191544
5800,13.975016,419.25048
5801,13.204356,396.130685
5802,14.997438,449.923126
5803,13.323511,399.705317
5804,15.319667,459.590006
5805,14.849455,445.483664
5806,16.41704,492.511211
5807,14.396541,431.89622
5808,14.380525,431.415759
5809,14.911595,447.347854
5810,14.406791,432.203716
5811,15.193466,455.803972
5812,13.839846,415.195388
5813,14.079436,422.383088
5814,14.497117,434.913517
5815,13.496477,404.894299
5816,15.590006,467.700192
5817,15.356823,460.704676
5818,15.070468,452.114029
5819,14.559257,436.777707
5820,13.581678,407.450352
5821,15.648302,469.449071
5822,15.203075,456.092249
5823,14.192825,425.784753
5824,14.868674,446.060218
5825,15.048046,451.441384
5826,15.525945,465.778347
5827,13.535554,406.066624
5828,15.590647,467.719411
5829,15.232543,456.976297
5830,15.875721,476.271621
5831,14.134529,424.035874
5832,15.85394,475.618193
5833,14.53107,435.932095
5834,13.978219,419.346573
5835,14.820628,444.618834
5836,13.452274,403.568225
5837,14.33312,429.993594
5838,13.246637,397.399103
5839,14.432415,432.972454
5840,15.037796,451.133889
5841,14.430493,432.914798
5842,14.275464,428.263933
5843,14.078155,422.344651
5844,13.727739,411.832159
5845,16.853299,505.598975
5846,13.795003,413.850096
5847,13.79116,413.734785
5848,15.308776,459.263293
5849,14.901986,447.059577
5850,16.505445,495.163357
5851,14.987828,449.634849
5852,15.419603,462.588085
5853,13.916079,417.482383
5854,12.690583,380.717489
5855,14.10378,423.113389
5856,15.032031,450.960922
5857,14.499039,434.971172
5858,16.331839,489.955157
5859,16.061499,481.844971
5860,12.935939,388.078155
5861,14.470852,434.125561
5862,14.238309,427.149263
5863,16.108264,483.247918
5864,15.780269,473.408072
5865,15.790519,473.715567
5866,13.621397,408.641896
5867,14.410634,432.319026
5868,15.067265,452.017937
5869,13.871877,416.15631
5870,14.481102,434.433056
5871,15.417681,462.530429
5872,15.598334,467.950032
5873,14.7713,443.139013
5874,16.03139,480.941704
5875,14.484946,434.548366
5876,15.345932,460.377963
5877,15.66624,469.987188
5878,15.237028,457.110826
5879,16.461243,493.837284
5880,14.876361,446.290839
5881,15.610506,468.315183
5882,16.298527,488.955798
5883,16.544523,496.335682
5884,15.590647,467.719411
5885,13.050609,391.518258
5886,14.844331,445.329917
5887,14.608584,438.257527
5888,13.622678,408.680333
5889,14.590006,437.700192
5890,15.790519,473.715567
5891,15.369635,461.089045
5892,14.081358,422.440743
5893,14.102498,423.074952
5894,13.870596,416.117873
5895,15.638053,469.141576
5896,14.274824,428.244715
5897,14.376682,431.300448
5898,14.52082,435.6246
5899,14.514414,435.432415
5900,13.901986,417.059577
5901,14.345291,430.358744
5902,13.884689,416.540679
5903,15.367713,461.03139
5904,14.470211,434.106342
5905,16.638053,499.141576
5906,16.092249,482.767457
5907,13.405509,402.165279
5908,15.327354,459.820628
5909,15.096733,452.901986
5910,14.691224,440.736707
5911,16.163357,484.900705
5912,14.459321,433.779628
5913,15.470211,464.106342
5914,13.868033,416.040999
5915,15.420884,462.626521
5916,13.967969,419.039078
5917,14.076874,422.306214
5918,16.05189,481.556694
5919,14.735426,442.06278
5920,13.365151,400.954516
5921,14.616912,438.507367
5922,13.300448,399.013453
5923,14.499039,434.971172
5924,14.377322,431.319667
5925,13.924407,417.732223
5926,14.590006,437.700192
5927,14.442024,433.26073
5928,13.678411,410.352338
5929,14.6246,438.737988
5930,13.998078,419.942345
5931,15.918642,477.559257
5932,14.272261,428.167841
5933,14.965407,448.962204
5934,15.290199,458.705958
5935,15.821268,474.638053
5936,13.755285,412.658552
5937,14.618834,438.565022
5938,14.610506,438.315183
5939,15.788597,473.657912
5940,15.137732,454.131967
5941,16.423447,492.703395
5942,13.281871,398.456118
5943,14.267777,428.033312
5944,16.74952,502.485586
5945,14.700192,441.005766
5946,14.284433,428.532992
5947,15.117873,453.536195
5948,13.168482,395.054452
5949,14.839846,445.195388
5950,13.904548,417.136451
5951,15.561179,466.835362
5952,14.787316,443.619475
5953,14.903267,447.098014
5954,15.504164,465.12492
5955,13.993594,419.807816
5956,14.522101,435.663037
5957,13.392697,401.78091
5958,15.408072,462.242152
5959,14.397181,431.915439
5960,14.2082,426.245996
5961,14.912876,447.386291
5962,14.784753,443.542601
5963,13.834081,415.022422
5964,14.640615,439.21845
5965,14.704036,441.121076
5966,14.404228,432.126842
5967,15.236387,457.091608
5968,13.959001,418.770019
5969,14.128764,423.862908
5970,14.163997,424.919923
5971,13.898783,416.963485
5972,15.235746,457.072389
5973,14.409994,432.299808
5974,14.106342,423.190263
5975,15.123639,453.709161
5976,13.809737,414.29212
5977,14.264574,427.93722
5978,14.93786,448.13581
5979,15.225496,456.764894
5980,15.387572,461.627162
5981,15.579116,467.373479
5982,14.548366,436.450993
5983,13.848174,415.445227
5984,13.78091,413.42729
5985,15.226778,456.803331
5986,13.585522,407.565663
5987,13.680974,410.429212
5988,15.467008,464.01025
5989,15.341448,460.243434
5990,14.396541,431.89622
5991,12.777707,383.331198
5992,15.410634,462.319026
5993,14.159513,424.785394
5994,13.317745,399.532351
5995,13.996797,419.903908
5996,13.82255,414.676489
5997,16.492633,494.778988
5998,13.534914,406.047406
5999,14.222293,426.668802
6000,15.388853,461.665599
6001,14.699552,440.986547
6002,14.01089,420.326714
6003,13.758488,412.754644
6004,14.629084,438.872518
6005,13.766176,412.985266
6006,15.141576,454.247277
6007,14.800128,444.003844
6008,15.907751,477.232543
6009,15.727739,471.832159
6010,14.942985,448.289558
6011,14.279308,428.379244
6012,15.912876,477.386291
6013,13.290839,398.725176
6014,13.834721,415.04164
6015,14.273543,428.206278
6016,13.580397,407.411915
6017,14.798206,443.946188
6018,14.764894,442.946829
6019,14.992953,449.788597
6020,15.770019,473.100577
6021,15.45804,463.741192
6022,15.349776,460.493274
